
 displacements (vx,vy,vz) for set LEFT_LOWER_DATUM and time  0.1000000E+01
      3695   7 -7.693872E-02 -8.798757E-02 -2.357318E-01 -1.567087E-01 -8.847795E-02  8.101222E-02
      3695   8  9.698680E-02  2.031659E-01  5.286646E-02 -1.546735E-01 -3.158152E-02  3.233231E-01
      3696   1  8.300450E-02  6.990105E-01  2.821477E-01  9.478818E-02  3.759021E-02  3.031120E-01
      3696   2 -6.867026E-02  3.337647E-01  1.418110E-01  1.500024E-01  6.058166E-02  1.632999E-01
      3696   3  2.188397E-01  1.207555E+00  4.754615E-01  1.142865E-01  3.050396E-02  3.434384E-01
      3696   4 -4.052710E-02  5.910275E-01  2.274328E-01  1.943918E-01  5.349541E-02  2.004646E-01
      3696   5 -6.185361E-02  6.645809E-01  3.122404E-01  2.015737E-01  5.092736E-03  4.292041E-01
      3696   6 -2.173224E-01  2.955411E-01  1.630508E-01  2.567879E-01  4.799707E-02  2.319563E-01
      3696   7 -1.313730E-02  1.135788E+00  4.682175E-01  2.928667E-01  1.168191E-03  4.695305E-01
      3696   8 -2.762981E-01  5.154672E-01  2.113360E-01  3.729720E-01  4.407253E-02  2.691210E-01
      3697   1  2.015638E-01  1.495223E-01  1.788914E-01  2.929186E-01  8.212924E-02  5.712745E-02
      3697   2 -6.469235E-02 -4.841161E-01 -7.499060E-02  3.488786E-01  8.697966E-02 -9.312885E-02
      3697   3  2.234225E-01  2.409463E-01  2.128763E-01  3.617716E-01  7.439543E-02  8.832770E-02
      3697   4 -1.691456E-01 -6.874200E-01 -1.673178E-01  4.486181E-01  7.924586E-02 -7.506215E-02
      3697   5  4.314428E-02  1.030227E-01  1.823122E-01  4.766097E-01  9.308364E-02  8.010311E-02
      3697   6 -2.388721E-01 -5.463760E-01 -1.083438E-01  5.325697E-01  1.226433E-01 -1.375196E-01
      3697   7 -4.309983E-02  1.481169E-01  1.699673E-01  6.296707E-01  9.848339E-02  1.113034E-01
      3697   8 -4.514282E-01 -7.960097E-01 -2.470007E-01  7.165172E-01  1.280430E-01 -1.194529E-01
      3698   1  1.914864E-01 -6.091463E-01 -3.964331E-02  1.058310E-01  9.613213E-03 -1.589429E-01
      3698   2  1.165220E-01 -7.632887E-01 -1.353824E-01  1.026074E-01 -3.499398E-03 -1.884938E-01
      3698   3  1.112329E-01 -9.056763E-01 -1.526783E-01  1.001662E-01  2.259736E-02 -1.486820E-01
      3698   4  1.398816E-02 -1.111806E+00 -2.706977E-01  1.212276E-01  9.484747E-03 -1.864253E-01
      3698   5  2.150823E-01 -5.919978E-01 -6.077323E-03  1.454200E-01  4.120565E-02 -2.323408E-01
      3698   6  1.302871E-01 -7.559709E-01 -1.247549E-01  1.421963E-01  4.752105E-02 -2.737747E-01
      3698   7  4.983128E-02 -9.249552E-01 -1.555399E-01  1.546088E-01  6.238213E-02 -2.220800E-01
      3698   8 -5.724428E-02 -1.140916E+00 -2.964978E-01  1.756701E-01  6.869753E-02 -2.717061E-01
      3699   1  6.878126E-03 -6.724144E-01 -1.792389E-01 -2.240228E-01 -1.135486E-01 -1.470034E-01
      3699   2  2.374097E-01 -7.494770E-02 -8.266966E-03 -2.167957E-01 -1.115926E-01 -4.098474E-03
      3699   3 -1.150896E-01 -9.407059E-01 -2.963167E-01 -3.388485E-01 -7.632385E-02 -1.462726E-01
      3699   4  2.647388E-01  5.120035E-03  2.395207E-02 -3.119358E-01 -7.436785E-02  1.169946E-03
      3699   5 -1.753990E-02 -6.823782E-01 -1.880334E-01 -4.074904E-01 -1.024764E-01 -2.074889E-01
      3699   6  2.184368E-01 -7.946632E-02 -4.356109E-03 -4.002632E-01 -8.477192E-02  1.504101E-02
      3699   7 -2.084071E-01 -9.801980E-01 -3.346395E-01 -6.218473E-01 -6.978919E-02 -2.067581E-01
      3699   8  1.768664E-01 -2.892692E-02 -1.665417E-03 -5.949346E-01 -5.208474E-02  2.030943E-02
      3700   1 -3.842176E-02  1.266470E-01 -8.529130E-02 -1.469681E-01 -1.043909E-01  1.116973E-01
      3700   2  1.293452E-01  5.736120E-01  2.696702E-02 -1.201215E-01 -7.121355E-02  2.851521E-01
      3700   3 -3.815014E-02  4.037586E-01 -2.076331E-03 -2.134101E-01 -6.969798E-02  1.211692E-01
      3700   4  2.795778E-01  1.200633E+00  2.601430E-01 -1.511975E-01 -3.652064E-02  3.015706E-01
      3700   5 -1.210187E-01  9.774335E-02 -9.903991E-02 -2.865671E-01 -9.883820E-02  1.892559E-01
      3700   6  5.508414E-02  5.530442E-01  3.266875E-02 -2.597205E-01 -3.736804E-02  4.426900E-01
      3700   7 -2.445282E-01  3.218059E-01 -6.887398E-02 -4.529831E-01 -7.109184E-02  1.987278E-01
      3700   8  8.153565E-02  1.127016E+00  2.127957E-01 -3.907705E-01 -9.621676E-03  4.591084E-01
      3701   1  1.550946E-01  1.321805E+00  2.255752E-01  1.128384E-01  1.462311E-02  2.084761E-01
      3701   2 -8.470105E-02  6.535673E-01  9.449423E-02  2.014471E-01  1.101183E-02  1.351778E-01
      3701   3  2.628529E-01  1.543147E+00  3.243053E-01  8.938394E-02 -5.332357E-02  1.733530E-01
      3701   4 -1.530987E-02  7.853861E-01  1.548572E-01  1.763330E-01 -5.693485E-02  1.411669E-01
      3701   5 -1.971835E-01  1.146744E+00 -5.682457E-03  3.270595E-01 -7.180952E-03  2.575209E-01
      3701   6 -3.876445E-01  5.278411E-01 -2.164947E-02  4.156682E-01 -1.211990E-02  1.637602E-01
      3701   7 -8.361655E-02  1.370576E+00  9.553708E-02  3.291831E-01 -1.162397E-01  2.223978E-01
      3701   8 -3.124448E-01  6.621493E-01  4.120290E-02  4.161322E-01 -1.211787E-01  1.697492E-01
      3702   1  2.288615E-01  2.761362E-01  1.720300E-01  3.744139E-01  1.944293E-02  7.857499E-02
      3702   2 -1.587651E-01 -7.228261E-01 -1.210964E-01  4.778943E-01  8.593856E-03 -2.768624E-03
      3702   3  3.054550E-01  3.644454E-01  2.215008E-01  3.401003E-01 -3.961970E-02  1.163062E-01
      3702   4 -1.106387E-01 -7.009402E-01 -1.000927E-01  4.581388E-01 -5.046877E-02  8.057182E-02
      3702   5 -8.804234E-02  1.661931E-01  1.224569E-01  6.800817E-01  1.927007E-02  9.411035E-02
      3702   6 -4.209379E-01 -7.780382E-01 -4.296373E-02  7.835621E-01  2.006750E-02 -2.415726E-03
      3702   7 -6.240228E-02  2.326651E-01  1.500905E-01  6.647462E-01 -8.540176E-02  1.318416E-01
      3702   8 -4.237650E-01 -7.779894E-01 -4.379722E-02  7.827847E-01 -8.460433E-02  8.092472E-02
      3703   1  1.494085E-01 -9.546512E-01 -5.934985E-02  7.299901E-02 -1.970802E-02 -3.896747E-02
      3703   2  5.793984E-02 -1.155207E+00 -1.636892E-01  1.145346E-01 -2.750152E-02 -5.652093E-02
      3703   3  1.817504E-01 -9.441327E-01 -4.649173E-02  4.441536E-03 -1.166382E-02  6.200225E-02
      3703   4  1.121472E-01 -1.093669E+00 -1.289656E-01  7.762866E-02 -1.945732E-02  4.700363E-02
      3703   5  1.251977E-01 -8.957909E-01  1.610620E-01  1.275428E-01 -5.920632E-03 -3.990330E-02
      3703   6  3.679488E-02 -1.093281E+00  6.387620E-02  1.690783E-01  1.160713E-02 -4.579517E-02
      3703   7  4.675908E-02 -9.327497E-01  1.264428E-01  4.440830E-02 -4.312809E-04  6.106642E-02
      3703   8 -1.977829E-02 -1.079221E+00  5.112244E-02  1.175954E-01  1.709648E-02  5.772939E-02
      3704   1 -1.051488E-01 -9.554439E-01 -2.240410E-01 -4.052393E-01 -7.325377E-02 -3.561462E-02
      3704   2  2.943713E-01  1.138555E-01  3.839320E-02 -3.590370E-01 -6.905599E-02  3.905593E-02
      3704   3 -7.221005E-02 -8.436054E-01 -1.806079E-01 -4.717964E-01  1.242488E-02  4.913462E-02
      3704   4  3.906660E-01  3.735245E-01  1.451823E-01 -3.925795E-01  1.662266E-02  6.995521E-02
      3704   5 -1.651577E-01 -9.230482E-01 -5.604661E-02 -7.401289E-01 -6.477704E-02 -8.252486E-03
      3704   6  1.697424E-01  8.163113E-02  5.560772E-02 -6.939266E-01 -3.416757E-02  1.002079E-01
      3704   7 -2.477701E-01 -8.607316E-01 -6.213535E-02 -8.489233E-01  7.475158E-02  7.649676E-02
      3704   8  1.504859E-01  2.917783E-01  1.128749E-01 -7.697064E-01  1.053610E-01  1.311072E-01
      3705   1 -7.604245E-02  5.600568E-01 -8.154510E-02 -2.359563E-01 -6.415623E-02  1.008444E-01
      3705   2  2.347167E-01  1.447917E+00  6.645817E-02 -1.572014E-01 -4.610456E-02  1.949830E-01
      3705   3  1.408377E-03  8.912060E-01  4.103491E-02 -2.311114E-01  3.756618E-02  8.927661E-02
      3705   4  3.629209E-01  1.897491E+00  2.397916E-01 -1.425285E-01  5.561786E-02  1.212431E-01
      3705   5 -3.655657E-01  4.280432E-01 -2.320671E-01 -5.245070E-01 -5.435540E-02  1.842721E-01
      3705   6 -1.294132E-01  1.241297E+00 -2.581460E-01 -4.457521E-01 -2.844129E-02  3.054792E-01
      3705   7 -3.225131E-01  7.444503E-01 -1.242292E-01 -5.534977E-01  1.095392E-01  1.727043E-01
      3705   8 -3.560718E-02  1.676129E+00 -9.955463E-02 -4.649148E-01  1.354533E-01  2.317392E-01
      3706   1  2.476575E-01  1.513864E+00  1.945297E-01  1.157523E-01  4.245730E-02  8.486155E-03
      3706   2 -3.307117E-02  7.206955E-01  5.193597E-02  1.992300E-01  1.872938E-02  2.700116E-02
      3706   3  2.819026E-01  1.396037E+00  1.694550E-01  2.112466E-01 -4.387703E-02 -4.505393E-02
      3706   4 -2.775218E-02  5.353738E-01 -2.064847E-03  2.868999E-01 -6.760496E-02  1.899101E-02
      3706   5 -1.087626E-01  1.324399E+00 -8.059912E-02  3.719722E-01  6.197486E-02 -2.861493E-02
      3706   6 -3.348553E-01  5.858668E-01 -9.570902E-02  4.554499E-01  3.198744E-02 -2.552720E-02
      3706   7 -4.713219E-02  1.218308E+00 -9.393725E-02  4.867506E-01 -6.988941E-02 -8.215502E-02
      3706   8 -3.021511E-01  4.122816E-01 -1.379733E-01  5.624039E-01 -9.987683E-02 -3.353736E-02
      3707   1  3.463145E-01  3.027390E-01  1.640865E-01  3.617636E-01  2.002676E-02  3.112286E-02
      3707   2 -6.914991E-02 -7.885540E-01 -1.295019E-01  4.755869E-01 -3.351288E-02  2.386855E-02
      3707   3  4.619892E-01  1.264829E-01  1.459121E-01  4.552624E-01 -5.614575E-02  5.830173E-02
      3707   4  2.061708E-02 -1.025261E+00 -1.735840E-01  5.430114E-01 -1.096854E-01  1.016557E-01
      3707   5 -1.945242E-02  1.646187E-01  6.945240E-02  6.996779E-01  3.453860E-02 -3.210981E-02
      3707   6 -3.741869E-01 -8.659444E-01 -8.243289E-02  8.135012E-01 -3.986045E-02 -5.318157E-02
      3707   7  1.874822E-01  2.747400E-02  9.038937E-02  8.104485E-01 -9.224216E-02 -4.930949E-03
      3707   8 -1.931600E-01 -1.063540E+00 -8.740362E-02  8.981975E-01 -1.666412E-01  2.460555E-02
      3708   1  2.573043E-01 -1.020562E+00 -4.621509E-02 -3.078386E-02  1.899980E-02  1.597224E-02
      3708   2  1.999489E-01 -1.148004E+00 -1.099584E-01  3.869602E-02 -5.592469E-02  1.653440E-03
      3708   3  4.305294E-01 -1.240741E+00 -6.030118E-02 -5.846395E-02  2.299225E-02  1.151240E-01
      3708   4  3.714865E-01 -1.372120E+00 -1.257320E-01 -3.076402E-02 -5.193224E-02  1.085664E-01
      3708   5  1.331069E-01 -1.005800E+00  1.271901E-01  4.259133E-03  5.606221E-02 -6.646483E-02
      3708   6  8.506485E-02 -1.123928E+00  8.517808E-02  7.373901E-02 -5.228624E-02 -8.168361E-02
      3708   7  4.525618E-01 -1.163309E+00  1.757740E-01 -2.229598E-02  5.229348E-02  3.268698E-02
      3708   8  4.028323E-01 -1.285374E+00  1.320745E-01  5.403947E-03 -5.605496E-02  2.522937E-02
      3709   1 -2.918516E-02 -8.894264E-01 -1.829661E-01 -5.585492E-01 -4.532880E-03 -6.794656E-03
      3709   2  4.496089E-01  3.933664E-01  1.302213E-01 -4.798823E-01 -5.704902E-02 -1.555648E-02
      3709   3  5.781715E-02 -1.124056E+00 -2.272542E-01 -7.290051E-01  9.897130E-02  8.038442E-02
      3709   4  5.751845E-01  2.487417E-01  1.245065E-01 -6.848554E-01  4.645516E-02  9.947402E-03
      3709   5 -1.999045E-01 -9.028119E-01 -5.686509E-02 -9.605486E-01  2.966261E-02 -8.293109E-02
      3709   6  2.048794E-01  3.059707E-01  8.363176E-02 -8.818817E-01 -5.046729E-02 -7.112049E-02
      3709   7  7.908017E-03 -1.085665E+00 -4.937734E-02 -1.156720E+00  1.948420E-01  4.247986E-03
      3709   8  4.512652E-01  2.131218E-01  1.296928E-01 -1.112570E+00  1.147121E-01 -4.561661E-02
      3710   1 -1.088976E-02  9.241445E-01 -1.756668E-02 -2.891246E-01 -5.737339E-02 -3.113683E-02
      3710   2  3.683781E-01  1.998393E+00  1.724108E-01 -2.014943E-01 -7.155884E-02 -6.494132E-02
      3710   3 -1.981303E-02  7.851115E-01 -6.195356E-02 -4.524646E-01  6.093309E-02 -5.503559E-02
      3710   4  4.115799E-01  1.980985E+00  1.801490E-01 -3.772649E-01  4.674765E-02 -1.621354E-01
      3710   5 -3.462743E-01  7.640205E-01 -2.159286E-01 -6.366150E-01 -8.655012E-02 -6.899528E-02
      3710   6 -5.496087E-02  1.750315E+00 -2.311781E-01 -5.489847E-01 -1.106801E-01 -7.499969E-02
      3710   7 -3.116903E-01  6.436335E-01 -2.416695E-01 -8.347051E-01  1.050517E-01 -9.289404E-02
      3710   8  3.174827E-02  1.751553E+00 -2.047939E-01 -7.595054E-01  8.092175E-02 -1.721938E-01
      3711   1  3.545814E-02  4.293634E-02  2.021541E-01  6.334594E-02  6.501091E-03  8.213540E-02
      3711   2 -1.273853E-02 -2.694163E-02  1.113765E-01  6.555711E-02  1.267301E-02  5.037648E-02
      3711   3  1.094505E-01  2.670179E-01  2.915763E-01  8.796136E-02  3.311416E-02  1.202383E-01
      3711   4  7.703349E-03  7.218874E-02  1.472482E-01  1.039399E-01  3.928608E-02  6.792863E-02
      3711   5  7.344245E-02  8.534300E-02  3.055253E-01  7.418659E-02  1.396405E-02  1.359992E-01
      3711   6  5.849373E-04 -9.195813E-03  1.572058E-01  7.639777E-02  3.114984E-02  7.567996E-02
      3711   7  9.924914E-02  2.887736E-01  3.742965E-01  1.345024E-01  6.112782E-02  1.741020E-01
      3711   8 -2.715889E-02  6.928354E-02  1.724264E-01  1.504809E-01  7.831361E-02  9.323211E-02
      3712   1  1.278302E-01 -1.333752E-02  1.133717E-01  1.206338E-01  1.249133E-02  2.637768E-02
      3712   2  6.030076E-02 -1.204783E-01 -4.585645E-03  1.155287E-01  6.949523E-03 -7.429341E-03
      3712   3  1.597668E-01  1.499943E-02  1.314537E-01  1.661730E-01  4.400877E-02  2.802117E-02
      3712   4  3.718105E-02 -2.206060E-01 -4.155987E-02  1.588519E-01  3.846696E-02 -2.869841E-02
      3712   5  1.476704E-01 -3.707612E-03  1.256312E-01  1.404395E-01  3.405609E-02  3.047964E-02
      3712   6  5.264589E-02 -1.383434E-01 -5.648133E-02  1.353343E-01  2.674154E-02 -3.269074E-02
      3712   7  1.873627E-01  2.795324E-02  1.470371E-01  2.226829E-01  8.848609E-02  3.212313E-02
      3712   8  3.728195E-02 -2.351472E-01 -9.013165E-02  2.153618E-01  8.117154E-02 -5.395981E-02
      3713   1  1.589126E-01 -1.153502E-01 -6.803518E-03  6.140426E-02 -8.602944E-03 -2.008382E-02
      3713   2  1.363947E-01 -1.482535E-01 -4.895974E-02  4.645629E-02 -2.072411E-02 -2.084949E-02
      3713   3  1.424986E-01 -2.546593E-01 -5.352045E-02  6.726742E-02  3.671026E-03 -5.222892E-02
      3713   4  1.147160E-01 -2.998468E-01 -1.009413E-01  4.066658E-02 -8.450143E-03 -5.979589E-02
      3713   5  1.726564E-01 -1.315024E-01 -7.438784E-02  6.659700E-02 -6.325623E-06 -5.712069E-02
      3713   6  1.419769E-01 -1.725673E-01 -1.355877E-01  5.164903E-02 -2.144978E-02 -6.069418E-02
      3713   7  1.970274E-01 -2.533322E-01 -1.036255E-01  7.596993E-02  1.906894E-02 -8.926579E-02
      3713   8  1.610833E-01 -3.066813E-01 -1.700900E-01  4.936910E-02 -2.374517E-03 -9.964058E-02
      3714   1  8.732832E-02 -1.637202E-01 -7.072439E-02 -2.459451E-02 -3.620445E-02 -7.712306E-03
      3714   2  1.151704E-01 -1.133400E-01 -2.829769E-02 -3.776734E-02 -4.235052E-02  2.894482E-02
      3714   3  5.846051E-02 -2.822956E-01 -1.149574E-01 -7.102062E-02 -4.531984E-02 -4.279046E-02
      3714   4  1.433449E-01 -9.881666E-02 -1.548834E-02 -9.099286E-02 -5.146590E-02  1.123621E-02
      3714   5  9.133942E-02 -1.860547E-01 -1.491840E-01 -3.586359E-02 -5.265020E-02 -3.744929E-02
      3714   6  1.400250E-01 -1.148311E-01 -5.812255E-02 -4.903641E-02 -6.423580E-02  2.963040E-02
      3714   7  8.626958E-02 -2.944311E-01 -1.832178E-01 -1.203179E-01 -7.913513E-02 -7.252744E-02
      3714   8  1.919974E-01 -9.010862E-02 -3.511408E-02 -1.402902E-01 -9.072073E-02  1.192179E-02
      3715   1  7.896744E-03 -1.408820E-01 -6.083020E-02 -2.426474E-02 -3.678910E-02  5.399855E-02
      3715   2  1.522249E-02 -1.258321E-01 -5.146097E-02 -3.236291E-02 -2.898460E-02  8.578951E-02
      3715   3  1.772188E-02 -5.291920E-02 -3.149381E-02 -6.819017E-02 -3.806627E-02  5.014213E-02
      3715   4  8.462110E-02  1.011355E-01  3.744889E-02 -6.378642E-02 -3.026178E-02  1.024084E-01
      3715   5  3.161265E-02 -1.333624E-01 -5.948091E-02 -2.812683E-02 -5.790868E-02  7.744912E-02
      3715   6  6.350879E-02 -9.374212E-02  7.219260E-03 -3.622500E-02 -4.010264E-02  1.410126E-01
      3715   7 -2.318938E-03 -6.415252E-02 -4.889741E-02 -1.117679E-01 -7.966119E-02  7.359270E-02
      3715   8  8.915068E-02  1.144726E-01  7.737623E-02 -1.073642E-01 -6.185515E-02  1.576315E-01
      3716   1  8.865306E-02  3.643867E-01  1.691479E-01  1.043530E-01  2.133032E-02  1.770901E-01
      3716   2 -2.156620E-02  1.069888E-01  5.914826E-02  1.289584E-01  2.632165E-02  1.102359E-01
      3716   3  1.870175E-01  6.354981E-01  2.799907E-01  1.245205E-01  2.119307E-02  1.713201E-01
      3716   4  1.950277E-02  2.444108E-01  1.126956E-01  1.589276E-01  2.618440E-02  1.104000E-01
      3716   5 -4.389861E-03  3.205546E-01  1.160837E-01  1.779423E-01  4.194106E-02  2.411976E-01
      3716   6 -1.074881E-01  7.027774E-02  2.269981E-02  2.025477E-01  5.477375E-02  1.437858E-01
      3716   7  5.966861E-02  5.769634E-01  2.122239E-01  2.363068E-01  3.586961E-02  2.354275E-01
      3716   8 -1.007251E-01  1.929972E-01  6.154454E-02  2.707139E-01  4.870231E-02  1.439499E-01
      3717   1  1.672592E-01  2.365669E-02  9.184886E-02  1.956383E-01  3.089654E-02  6.055199E-02
      3717   2  4.304119E-02 -2.681780E-01 -3.037661E-02  1.889689E-01  2.233528E-02 -8.332725E-03
      3717   3  2.258535E-01  8.903279E-02  1.290400E-01  2.305996E-01  2.965119E-02  6.591488E-02
      3717   4  4.482057E-02 -3.353699E-01 -5.000038E-02  2.279267E-01  2.108992E-02  5.299161E-03
      3717   5  1.970374E-01  4.009616E-02  1.168690E-01  2.794466E-01  6.546625E-02  7.182599E-02
      3717   6  8.274215E-02 -2.418157E-01  1.779668E-02  2.727772E-01  6.010221E-02 -2.736000E-02
      3717   7  2.416438E-01  9.947749E-02  1.480653E-01  3.522845E-01  5.595190E-02  7.718888E-02
      3717   8  7.053370E-02 -3.150024E-01 -7.821872E-03  3.496116E-01  5.058786E-02 -1.372811E-02
      3718   1  1.710604E-01 -3.132916E-01 -1.107164E-02  6.587466E-02 -1.843028E-02 -3.509093E-02
      3718   2  1.457340E-01 -3.586949E-01 -5.008948E-02  3.358388E-02 -3.440038E-02 -3.931097E-02
      3718   3  1.843808E-01 -4.152949E-01 -3.767652E-02  5.620644E-02 -9.873109E-03 -1.881511E-02
      3718   4  1.588441E-01 -4.611890E-01 -7.690470E-02  2.002328E-02 -2.584321E-02 -2.408079E-02
      3718   5  3.036091E-01 -2.453244E-01  8.293683E-02  7.591317E-02 -6.366186E-03 -6.525029E-02
      3718   6  2.770280E-01 -2.919825E-01  4.099119E-02  4.362239E-02 -2.545018E-02 -6.958251E-02
      3718   7  3.305528E-01 -3.414891E-01  6.217050E-02  6.638517E-02  3.236625E-03 -4.897447E-02
      3718   8  3.037613E-01 -3.886381E-01  2.001453E-02  3.020201E-02 -1.584737E-02 -5.435234E-02
      3719   1  6.899172E-02 -3.264572E-01 -8.534603E-02 -1.106641E-01 -7.632511E-02 -1.424554E-02
      3719   2  1.635633E-01 -7.344627E-02 -2.311840E-02 -1.322650E-01 -8.270133E-02  5.845452E-02
      3719   3  6.405617E-02 -3.911086E-01 -1.062221E-01 -1.725460E-01 -5.611015E-02 -4.400892E-03
      3719   4  2.242097E-01  1.492683E-02  2.158745E-02 -1.917971E-01 -6.248637E-02  5.463128E-02
      3719   5  1.564085E-01 -2.822422E-01 -2.537962E-02 -1.898838E-01 -1.065414E-01 -3.175567E-02
      3719   6  2.345787E-01 -4.563277E-02 -1.422076E-03 -2.114847E-01 -1.110378E-01  7.592142E-02
      3719   7  1.432488E-01 -3.504183E-01 -4.978036E-02 -2.954869E-01 -7.265856E-02 -2.191102E-02
      3719   8  2.870008E-01  3.921568E-02  3.975911E-02 -3.147381E-01 -7.715496E-02  7.209818E-02
      3720   1 -3.258752E-03  5.660140E-03 -8.186141E-02 -9.999696E-02 -6.422449E-02  1.104062E-01
      3720   2  8.240244E-02  2.413430E-01 -3.200692E-02 -8.736033E-02 -5.232111E-02  1.796407E-01
      3720   3  2.676324E-02  1.749064E-01 -2.208095E-02 -1.429693E-01 -4.184531E-02  9.759940E-02
      3720   4  1.816661E-01  5.721531E-01  9.701524E-02 -1.203419E-01 -2.994192E-02  1.559583E-01
      3720   5 -6.285508E-02 -2.866293E-02 -1.366753E-01 -1.750078E-01 -9.511618E-02  1.541925E-01
      3720   6  9.755404E-03  1.939692E-01 -1.172725E-01 -1.623711E-01 -7.522021E-02  2.603559E-01
      3720   7 -6.780060E-02  1.255972E-01 -9.188094E-02 -2.641412E-01 -6.186139E-02  1.413857E-01
      3720   8  7.405158E-02  5.097933E-01 -3.236424E-03 -2.415139E-01 -4.196543E-02  2.366735E-01
      3721   1  1.615034E-01  6.883883E-01  1.419698E-01  1.326518E-01  9.262379E-03  1.085983E-01
      3721   2 -5.046063E-03  2.579641E-01  1.722914E-02  1.712787E-01  4.249941E-03  7.595346E-02
      3721   3  2.239242E-01  7.922665E-01  1.918595E-01  1.346995E-01 -1.686810E-02  8.123202E-02
      3721   4  3.208955E-02  3.028435E-01  4.183365E-02  1.750532E-01 -2.188054E-02  6.818280E-02
      3721   5 -6.530056E-03  5.976085E-01  7.403995E-03  2.645892E-01  1.902908E-02  1.301937E-01
      3721   6 -1.495648E-01  1.906991E-01 -6.246895E-02  3.032160E-01  1.539811E-02  8.406343E-02
      3721   7  4.984680E-02  6.988964E-01  5.470344E-02  2.834936E-01 -2.669702E-02  1.028274E-01
      3721   8 -1.184731E-01  2.329883E-01 -4.045469E-02  3.238473E-01 -3.032799E-02  7.629277E-02
      3722   1  2.362725E-01  8.932890E-02  7.492567E-02  2.436327E-01  3.616386E-03  5.290157E-02
      3722   2  5.220284E-02 -3.737871E-01 -7.552397E-02  2.419732E-01 -1.015328E-02  2.256749E-02
      3722   3  2.965043E-01  1.151225E-01  1.007333E-01  2.442787E-01 -1.739614E-02  5.802573E-02
      3722   4  9.614703E-02 -3.859978E-01 -6.600394E-02  2.413908E-01 -3.116581E-02  4.332530E-02
      3722   5  2.482300E-01  9.796726E-02  9.176268E-02  3.831559E-01  1.524853E-02  5.289597E-02
      3722   6  8.292074E-02 -3.463883E-01 -1.491273E-02  3.814963E-01  4.962237E-04  1.387517E-02
      3722   7  3.127609E-01  1.256033E-01  1.194128E-01  3.946603E-01 -2.139765E-02  5.802013E-02
      3722   8  1.311640E-01 -3.567566E-01 -3.550238E-03  3.917724E-01 -3.614996E-02  3.463298E-02
      3723   1  2.080365E-01 -4.577822E-01 -4.302085E-02  4.092603E-02 -2.932067E-02  1.178285E-02
      3723   2  1.879202E-01 -4.941158E-01 -7.374172E-02  2.955285E-03 -4.529896E-02  1.265275E-02
      3723   3  2.588639E-01 -4.723374E-01 -3.213920E-02  8.847384E-03 -2.269285E-02  3.763289E-02
      3723   4  2.474413E-01 -4.883856E-01 -5.416633E-02 -3.011476E-02 -3.867114E-02  3.678136E-02
      3723   5  3.719542E-01 -3.698060E-01  8.631537E-02  4.903466E-02 -2.597805E-02  1.608107E-03
      3723   6  3.497721E-01 -4.082054E-01  5.077450E-02  1.106392E-02 -4.274946E-02  7.114669E-03
      3723   7  4.262514E-01 -3.828741E-01  9.868412E-02  1.116020E-02 -1.762879E-02  2.745814E-02
      3723   8  4.127631E-01 -4.009881E-01  7.183699E-02 -2.780194E-02 -3.440021E-02  3.124328E-02
      3724   1  7.141816E-02 -4.100672E-01 -1.163716E-01 -2.154913E-01 -6.062382E-02  2.510846E-02
      3724   2  2.474100E-01  5.910494E-02  1.095707E-03 -2.333184E-01 -6.777708E-02  5.826818E-02
      3724   3  1.069810E-01 -3.866977E-01 -9.869192E-02 -2.709382E-01 -2.404600E-02  4.073186E-02
      3724   4  3.143071E-01  1.555876E-01  5.010964E-02 -2.872247E-01 -3.119926E-02  5.237634E-02
      3724   5  1.525613E-01 -3.645784E-01 -4.588539E-02 -3.620814E-01 -7.214092E-02  2.738438E-02
      3724   6  3.027348E-01  7.877545E-02  1.133927E-02 -3.799086E-01 -7.806163E-02  7.725569E-02
      3724   7  1.827317E-01 -3.435200E-01 -3.051672E-02 -4.384179E-01 -1.404786E-02  4.300777E-02
      3724   8  3.642395E-01  1.729471E-01  5.804217E-02 -4.547043E-01 -1.996856E-02  7.136384E-02
      3725   1  9.608973E-03  2.438382E-01 -7.477937E-02 -1.690405E-01 -4.651789E-02  7.896460E-02
      3725   2  1.786142E-01  7.056588E-01  2.675083E-02 -1.398882E-01 -3.990698E-02  1.023486E-01
      3725   3  4.026631E-02  3.704629E-01 -2.759476E-02 -1.972959E-01 -4.345994E-03  5.533874E-02
      3725   4  2.434478E-01  9.120281E-01  1.081117E-01 -1.603081E-01  2.264918E-03  5.178767E-02
      3725   5 -1.207749E-01  1.717588E-01 -1.846602E-01 -3.154481E-01 -6.205618E-02  1.107406E-01
      3725   6  1.590834E-02  6.012574E-01 -1.585480E-01 -2.862959E-01 -4.917678E-02  1.523519E-01
      3725   7 -1.175421E-01  2.866301E-01 -1.492289E-01 -3.664878E-01  7.050741E-03  8.711477E-02
      3725   8  5.331732E-02  7.958733E-01 -8.894054E-02 -3.294999E-01  1.993013E-02  1.017910E-01
      3726   1  2.184567E-01  7.734141E-01  1.226012E-01  1.518847E-01  1.542818E-02  1.001116E-02
      3726   2  2.528427E-02  2.652246E-01 -1.311745E-02  1.899147E-01  2.816181E-03  1.950058E-02
      3726   3  2.387625E-01  7.156942E-01  1.113770E-01  1.967880E-01 -2.048042E-02 -3.159076E-02
      3726   4  3.516309E-02  1.831753E-01 -3.476862E-02  2.267428E-01 -3.309241E-02  2.613149E-03
